Brand,Model,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineCapacity,FuelConsumptionPer100km,ColourExt,City,State,YearRanges
Mazda,CX-9,NEW,Automatic,AWD,Unleaded,7.0,4,SUV,4,7,63988.0,2.5,8.8,White,Arncliffe,NSW,2020-2023
Nissan,Qashqai,DEMO,Automatic,Other,Unleaded,1966.0,4,Wagon,4,5,46990.0,1.872631578947368,6.697894736842105,Other,Osborne Park,WA,2020-2023
Renault,Master,NEW,Manual,Front,Diesel,10.0,4,Commercial,3,3,55980.0,2.3,7.8050222094856,White,Brookvale,NSW,2020-2023
Toyota,Corolla,USED,Automatic,Front,Hybrid,46781.0,4,Hatchback,5,5,31990.0,1.8,4.2,Black,Alexandria,NSW,2017-2019
Mitsubishi,Pajero,USED,Automatic,4WD,Diesel,275952.0,4,SUV,4,5,24990.0,2.4,8.0,White,Richmond,NSW,2012-2016
Nissan,Navara,USED,Manual,Rear,Diesel,268516.0,4,Ute / Tray,4,5,10990.0,2.441409691629956,8.340444444444444,White,Coopers Plains,QLD,Before 2012
Holden,Colorado,USED,Manual,4WD,Diesel,101562.0,4,Ute / Tray,4,5,32975.0,2.8,7.9,White,Bibra Lake,WA,2017-2019
Volvo,XC40,DEMO,Automatic,AWD,Premium,1054.0,4,SUV,4,5,67990.0,2.0,7.2,Grey,Warwick Farm,NSW,2020-2023
Land,Rover,USED,Automatic,AWD,Diesel,99859.0,6,SUV,4,5,63888.0,3.0,7.5,White,Carlton,NSW,2012-2016
BMW,M5,USED,Automatic,Rear,Premium,149911.0,8,Sedan,4,5,63999.0,4.4,9.9,Black,Granville,NSW,2012-2016
Volkswagen,Touareg,DEMO,Automatic,AWD,Diesel,4612.0,6,SUV,4,5,88888.0,3.0,6.8,Grey,Sutherland,NSW,2020-2023
Toyota,Hilux,USED,Automatic,4WD,Diesel,36302.0,4,Ute / Tray,4,5,69988.0,2.8,7.9,White,Bentley,WA,2020-2023
Ford,Endura,USED,Automatic,Front,Diesel,61887.0,4,SUV,4,5,34800.0,2.0,6.7,Blue,Smithfield,NSW,2017-2019
Hyundai,I30,USED,Automatic,Front,Unleaded,122348.0,4,Hatchback,5,5,15990.0,1.8,6.9,Black,Minchinbury,NSW,2012-2016
Lexus,RX350,USED,Automatic,AWD,Premium,32991.0,6,SUV,4,5,70900.0,3.5,9.6,Grey,Waterloo,NSW,2017-2019
Subaru,XV,USED,Automatic,AWD,Unleaded,61955.0,4,SUV,4,5,32992.0,2.0,7.0,Silver,Liverpool,NSW,2020-2023
Hyundai,Tucson,USED,Automatic,Front,Unleaded,48945.0,4,SUV,4,5,27800.0,2.0,7.9,White,Smithfield,NSW,2020-2023
Toyota,Hilux,USED,Manual,Rear,Diesel,135332.0,4,Ute / Tray,4,5,29880.0,2.8,7.3,White,Welshpool,WA,2012-2016
Toyota,Hilux,USED,Automatic,4WD,Diesel,245637.0,4,Ute / Tray,4,5,24990.0,3.0,9.5,Other,Underwood,QLD,Before 2012
Porsche,Taycan,USED,Automatic,AWD,Electric,37650.0,4,Sedan,4,4,179900.0,2.393601410934744,7.8050222094856,Black,Artarmon,NSW,2020-2023
Skoda,Scala,DEMO,Automatic,Front,Premium,1500.0,4,Hatchback,5,5,39990.0,1.5,5.5,White,Artarmon,NSW,2020-2023
Suzuki,Vitara,USED,Automatic,Front,Unleaded,92032.0,4,SUV,4,5,23990.0,1.6,6.0,Silver,Minchinbury,NSW,2017-2019
Holden,Captiva,USED,Automatic,Front,Unleaded,59584.0,4,SUV,4,5,14999.0,2.4,8.8,Red,Blacktown,NSW,2012-2016
Mercedes-Benz,C250,USED,Automatic,Rear,Premium,87277.0,4,Sedan,4,5,44900.0,2.0,6.0,Black,Osborne Park,WA,2012-2016
Mitsubishi,Pajero,USED,Automatic,4WD,Diesel,218288.0,4,SUV,4,7,22999.0,3.2,9.0,Grey,Five Dock,NSW,2012-2016
Subaru,WRX,USED,Automatic,AWD,Premium,152539.0,4,Sedan,4,5,26950.0,2.0,8.6,White,Liverpool,NSW,2012-2016
Porsche,911,USED,Automatic,Rear,Premium,28652.0,6,Coupe,2,4,289950.0,3.0,9.5,Black,Rydalmere,NSW,2020-2023
Mazda,3,USED,Automatic,Front,Unleaded,126634.0,4,Sedan,4,5,16995.0,2.0,8.2,Black,Minchinbury,NSW,2012-2016
Nissan,X-Trail,USED,Automatic,Front,Unleaded,57557.0,4,SUV,4,7,29990.0,2.5,8.1,Silver,Alexandria,NSW,2020-2023
Isuzu,D-MAX,USED,Automatic,4WD,Diesel,87014.0,4,Ute / Tray,4,5,49975.0,3.0,7.9,White,Bibra Lake,WA,2017-2019
BMW,M3,USED,Automatic,Other,Premium,7874.0,6,Sedan,4,5,174988.0,3.15,9.983333333333334,Grey,Sylvania,NSW,2020-2023
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,121577.0,4,SUV,4,5,14995.0,2.0,8.8,Grey,Minchinbury,NSW,2012-2016
Toyota,Hilux,USED,Manual,4WD,Diesel,322479.0,4,Ute / Tray,2,2,21990.0,3.0,8.2,White,Capalaba,QLD,Before 2012
Land,Rover,USED,Automatic,Other,Diesel,37000.0,4,SUV,4,5,108990.0,2.766666666666667,7.539320388349514,Grey,Auburn,NSW,2017-2019
Toyota,Kluger,USED,Automatic,AWD,Unleaded,50657.0,6,SUV,4,7,44990.0,3.5,9.5,White,Blacktown,NSW,2017-2019
Nissan,Pulsar,USED,Automatic,Front,Unleaded,104210.0,4,Sedan,4,5,14990.0,1.8,6.7,Blue,Minchinbury,NSW,2012-2016
Subaru,Outback,USED,Automatic,AWD,Unleaded,24082.0,4,SUV,4,5,43999.0,2.5,7.3,Blue,Osborne Park,WA,2020-2023
Kia,Cerato,USED,Automatic,Front,Unleaded,87519.0,4,Sedan,4,5,20248.0,2.0,7.4,Blue,Granville,NSW,2017-2019
Land,Rover,NEW,Automatic,AWD,Diesel,17.38170347003155,6,SUV,3,5,124990.0,3.0,7.9,White,Campbelltown,NSW,2020-2023
Volkswagen,Tiguan,USED,Automatic,AWD,Diesel,85379.0,4,SUV,4,5,34990.0,2.0,5.9,Orange,Artarmon,NSW,2017-2019
Volvo,XC40,USED,Automatic,AWD,Premium,10489.0,4,SUV,4,5,61490.0,2.0,7.1,White,Lindfield,NSW,2020-2023
Mazda,CX-5,USED,Automatic,AWD,Unleaded,4867.0,4,SUV,4,5,49990.0,2.5,7.5,Blue,Brookvale,NSW,2020-2023
Kia,Cerato,USED,Automatic,Front,Unleaded,38689.0,4,Hatchback,5,5,22990.0,1.934513274336283,7.310176991150443,Blue,Bassendean,WA,2020-2023
Hyundai,Palisade,USED,Automatic,AWD,Diesel,21403.0,4,SUV,4,7,72888.0,2.2,7.3,Blue,Blacktown,NSW,2020-2023
Mazda,CX-5,USED,Automatic,AWD,Diesel,153193.0,4,SUV,4,5,18990.0,2.2,5.7,White,Minchinbury,NSW,2012-2016
Suzuki,Jimny,USED,Automatic,4WD,Unleaded,10.0,4,SUV,2,4,46990.0,1.5,6.9,Green,Mornington,VIC,2020-2023
Mazda,CX-5,USED,Automatic,Front,Unleaded,19942.0,4,SUV,4,5,32990.0,2.0,6.9,White,Alexandria,NSW,2017-2019
Toyota,Aurion,USED,Automatic,Front,Unleaded,149436.0,6,Sedan,4,5,13995.0,3.5,9.9,Yellow,Minchinbury,NSW,Before 2012
Mazda,6,USED,Automatic,Front,Premium,205123.0,4,Sedan,4,5,9995.0,2.3,8.9,Grey,Minchinbury,NSW,Before 2012
Toyota,Landcruiser,USED,Manual,4WD,Diesel,87403.0,8,Ute / Tray,2,3,68999.0,4.5,10.7,White,Granville,NSW,2017-2019
Mercedes-Benz,Sprinter,USED,Automatic,Rear,Diesel,153083.0,4,Commercial,3,2,43950.0,2.12,7.8050222094856,White,Granville,NSW,2012-2016
Ford,Puma,USED,Automatic,Front,Premium,8825.0,3,SUV,5,5,29950.0,1.0,5.3,Blue,Osborne Park,WA,2020-2023
Audi,S3,USED,Automatic,AWD,Premium,22889.0,4,Other,4,5,56990.0,2.0,6.6,Silver,Liverpool,NSW,2017-2019
Volkswagen,Amarok,NEW,Manual,AWD,Diesel,17.38170347003155,4,Ute / Tray,4,5,55990.0,2.0,7.1,White,Liverpool,NSW,2020-2023
Audi,A5,DEMO,Automatic,AWD,Hybrid,2088.0,4,Other,4,5,93888.0,2.0,7.1,Black,Artarmon,NSW,2020-2023
Toyota,Landcruiser,USED,Manual,AWD,Diesel,24899.0,8,Ute / Tray,4,5,139950.0,4.5,10.7,Beige,Mcgraths Hill,NSW,2020-2023
Renault,Captur,DEMO,Automatic,Front,Premium,450.0,4,SUV,4,4,41490.0,1.3,6.6,Grey,Narellan,NSW,2020-2023
Volkswagen,Golf,USED,Automatic,Front,Diesel,166343.0,4,Hatchback,5,5,12990.0,2.0,6.3,Silver,Osborne Park,WA,Before 2012
Hyundai,Iload,USED,Automatic,Rear,Diesel,161670.0,4,Commercial,4,6,32950.0,2.5,8.8,White,Granville,NSW,2017-2019
Toyota,Landcruiser,USED,Manual,4WD,Diesel,189237.0,8,Ute / Tray,2,3,49990.0,4.5,11.5,White,Capalaba,QLD,Before 2012
Audi,S3,USED,Automatic,AWD,Premium,90636.0,4,Hatchback,5,5,32800.0,2.0,6.9,White,Rozelle,NSW,2012-2016
Mazda,CX-9,DEMO,Automatic,Front,Unleaded,1027.0,4,SUV,4,7,69988.0,2.5,8.4,White,Arncliffe,NSW,2020-2023
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,48953.0,4,SUV,4,5,25990.0,2.0,7.6,White,Bassendean,WA,2020-2023
Hyundai,Palisade,NEW,Automatic,AWD,Diesel,10.0,4,SUV,4,8,76586.0,2.2,7.3,Blue,Arncliffe,NSW,2020-2023
Toyota,Yaris,USED,Automatic,AWD,Hybrid,6829.0,3,SUV,4,5,42999.0,1.5,4.0,Black,Pennant Hills,NSW,2020-2023
Mazda,CX-8,NEW,Automatic,AWD,Diesel,7.0,4,SUV,4,7,71888.0,2.2,6.0,White,Arncliffe,NSW,2020-2023
Toyota,Camry,USED,Automatic,Front,Hybrid,112.0,4,Sedan,4,5,53999.0,2.5,4.5,Grey,Pennant Hills,NSW,2020-2023
Porsche,Boxster,USED,Manual,Rear,Premium,28482.0,6,Convertible,2,2,59990.0,2.7,9.6,Black,Rushcutters Bay,NSW,Before 2012
Toyota,RAV4,USED,Automatic,Front,Hybrid,20763.0,4,SUV,5,5,57990.0,2.5,4.7,White,Mosman,NSW,2020-2023
Renault,Megane,USED,Manual,Front,Premium,86745.0,4,Hatchback,5,5,10990.0,1.2,5.6,Grey,Osborne Park,WA,2012-2016
Nissan,Caravan,USED,Automatic,Other,Diesel,286909.0,4,Commercial,4,5,23888.0,2.393601410934744,7.8050222094856,White,Braeside,VIC,2012-2016
Mercedes-Benz,C300,USED,Automatic,Rear,Premium,73106.0,4,Sedan,4,4,44999.0,2.0,6.5,Blue,Brookvale,NSW,2017-2019
Mitsubishi,Outlander,USED,Automatic,AWD,Unleaded,20271.0,4,SUV,4,7,56990.0,2.5,8.1,White,Alexandria,NSW,2020-2023
Peugeot,3008,USED,Automatic,Front,Premium,79614.0,4,SUV,4,5,27990.0,1.6,7.0,Black,Alexandria,NSW,2017-2019
Volkswagen,T-Cross,USED,Automatic,Front,Premium,36095.0,3,SUV,4,5,28975.0,1.0,5.4,Silver,Bibra Lake,WA,2020-2023
Audi,S5,USED,Automatic,AWD,Premium,26697.0,6,Coupe,2,4,76900.0,3.0,8.8,White,Artarmon,NSW,2020-2023
Toyota,C-HR,USED,Automatic,Other,Premium,7385.0,4,Wagon,4,5,45788.0,1.281081081081081,5.747297297297298,White,Chatswood,NSW,2020-2023
Audi,SQ5,USED,Automatic,AWD,Diesel,128660.0,6,SUV,5,5,37800.0,3.0,6.8,Black,Rozelle,NSW,2012-2016
Ford,Everest,USED,Automatic,4WD,Diesel,77897.0,4,SUV,4,7,58900.0,2.0,7.0,Black,Narellan,NSW,2020-2023
Mazda,CX-8,DEMO,Automatic,AWD,Diesel,213.0,4,SUV,4,7,68288.0,2.2,6.0,Grey,Stanmore,NSW,2020-2023
Nissan,Serena,USED,Automatic,Other,Unleaded,110500.0,4,Wagon,4,4,24888.0,2.393601410934744,7.8050222094856,Black,Braeside,VIC,2012-2016
Kia,Niro,USED,Automatic,Front,Electric,8001.0,4,SUV,4,5,46990.0,1.6,3.9,Red,Jamisontown,NSW,2020-2023
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,86655.0,4,SUV,4,5,32490.0,2.4,7.9,Grey,Myaree,WA,2020-2023
Land,Rover,USED,Automatic,AWD,Premium,43001.0,4,SUV,4,5,76888.0,2.0,8.2,White,Artarmon,NSW,2017-2019
Mitsubishi,Pajero,DEMO,Automatic,Other,Diesel,10.0,4,Wagon,4,7,68990.0,2.890551181102362,8.989344262295083,Blue,Arncliffe,NSW,2020-2023
Audi,Q8,USED,Automatic,AWD,Hybrid,59096.0,6,SUV,4,5,96800.0,3.0,9.2,White,Rozelle,NSW,2017-2019
BMW,220I,USED,Automatic,Rear,Premium,57261.0,4,Coupe,2,4,34990.0,2.0,6.0,Black,Cannington,WA,2012-2016
Ford,Mustang,USED,Manual,Rear,Premium,46959.0,8,Coupe,2,4,58990.0,5.0,13.0,Blue,Alexandria,NSW,2017-2019
Mazda,BT-50,USED,Automatic,4WD,Diesel,16192.0,4,Ute / Tray,4,5,65888.0,3.0,8.0,Grey,Liverpool,NSW,2020-2023
Nissan,Leaf,USED,Automatic,Other,Electric,38986.0,4,Hatchback,5,5,28688.0,2.393601410934744,7.8050222094856,Silver,Braeside,VIC,2017-2019
Volkswagen,Polo,USED,Automatic,Front,Premium,32029.0,3,Hatchback,5,5,22990.0,1.0,5.0,Black,Alexandria,NSW,2017-2019
Nissan,Qashqai,USED,Automatic,Front,Unleaded,29638.0,4,SUV,4,5,26995.0,2.0,6.9,Black,Cannington,WA,2020-2023
Isuzu,D-MAX,USED,Manual,Rear,Diesel,51431.0,4,Ute / Tray,2,2,27888.0,3.0,7.2,White,Greenacre,NSW,2017-2019
BMW,X3,USED,Automatic,4WD,Premium,44905.0,4,SUV,4,5,54800.0,2.0,7.6,Black,Chatswood,NSW,2017-2019
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,393.0,6,SUV,4,5,162990.0,3.3,8.9,Grey,Alexandria,NSW,2020-2023
Nissan,Elgrand,USED,Automatic,Rear,Unleaded,68497.0,6,Commercial,4,8,13900.0,3.5,7.8050222094856,White,Ingleburn,NSW,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,12213.0,4,Sedan,4,5,41990.0,1.6,6.8,White,Rockingham,WA,2020-2023
Mazda,CX-9,DEMO,Automatic,AWD,Unleaded,7.0,4,SUV,4,7,59988.0,2.5,8.8,Grey,Arncliffe,NSW,2020-2023
Audi,A4,USED,Automatic,AWD,Premium,39646.0,4,Wagon,4,5,57588.0,2.0,7.3,Grey,Smeaton Grange,NSW,2020-2023
Mercedes-Benz,GLE350,USED,Automatic,AWD,Diesel,73579.0,6,SUV,4,5,75800.0,3.0,7.2,Silver,Rozelle,NSW,2012-2016
Lexus,NX,USED,Automatic,Front,Premium,34254.0,4,Wagon,4,5,52990.0,2.393601410934744,7.8050222094856,Blue,Mornington,VIC,2017-2019
Toyota,RAV4,USED,Automatic,AWD,Hybrid,11.0,4,SUV,5,5,63777.0,2.5,4.8,Silver,Pennant Hills,NSW,2020-2023
Nissan,Pathfinder,USED,Automatic,Front,Premium,4950.0,6,SUV,4,8,64999.0,3.5,10.0,Grey,Cannington,WA,2020-2023
Mazda,BT-50,USED,Automatic,Rear,Diesel,171921.0,4,Ute / Tray,2,3,22788.0,2.2,7.6,White,Brookvale,NSW,2017-2019
Volkswagen,T-ROC,NEW,Automatic,AWD,Premium,17.38170347003155,4,SUV,4,5,59650.0,2.0,7.3,Grey,Sutherland,NSW,2020-2023
Kia,Carnival,USED,Automatic,Front,Unleaded,102745.0,6,Wagon,4,8,41888.0,3.5,9.6,Silver,Liverpool,NSW,2020-2023
Nissan,Skyline,USED,Manual,4WD,Premium,87630.0,6,Coupe,2,5,86880.0,2.6,7.8050222094856,White,Chipping Norton,NSW,Before 2012
Audi,S4,DEMO,Automatic,AWD,Premium,3211.0,6,Sedan,4,5,108588.0,3.0,8.6,Blue,Artarmon,NSW,2020-2023
Toyota,Yaris,USED,Automatic,Front,Unleaded,8595.0,3,Hatchback,5,5,28990.0,1.5,4.9,Black,Balcatta,WA,2020-2023
Kia,Sportage,USED,Automatic,Front,Unleaded,117179.0,4,SUV,4,5,16990.0,2.0,8.8,White,Caringbah,NSW,2012-2016
Kia,Picanto,USED,Automatic,Front,Unleaded,5150.0,4,Hatchback,5,5,23990.0,1.2,5.8,Black,Alexandria,NSW,2020-2023
Toyota,Prius,USED,Automatic,Other,Hybrid,137187.0,4,Hatchback,5,5,19888.0,1.6875,4.0875,Blue,Braeside,VIC,2012-2016
Mercedes-Benz,GLC,USED,Automatic,AWD,Premium,22504.0,4,SUV,4,5,97900.0,2.0,8.2,Black,Osborne Park,WA,2020-2023
Hyundai,Veloster,USED,Automatic,Front,Unleaded,126077.0,4,Hatchback,3,4,19800.0,1.6,6.6,Grey,Smithfield,NSW,2017-2019
Toyota,Landcruiser,USED,Manual,4WD,Diesel,237999.0,8,Ute / Tray,2,2,53900.0,4.5,11.5,Other,Roselands,NSW,2012-2016
Mercedes-Benz,C300,USED,Automatic,Rear,Hybrid,16882.0,4,Sedan,4,5,84888.0,2.0,7.3,Silver,Liverpool,NSW,2020-2023
Fiat,500,USED,Automatic,Front,Premium,62305.0,4,Hatchback,3,4,11400.0,1.4,6.3,White,West Gosford,NSW,2012-2016
GWM,Haval,DEMO,Automatic,Front,Hybrid,720.0,4,SUV,4,5,39100.0,1.5,5.0,Blue,Chullora,NSW,2020-2023
Holden,Colorado,USED,Automatic,4WD,Diesel,43899.0,4,Ute / Tray,4,5,42975.0,2.8,9.0,White,Bibra Lake,WA,2017-2019
BMW,X3,USED,Automatic,4WD,Diesel,147211.0,4,SUV,4,5,38800.0,2.0,5.7,White,Rozelle,NSW,2017-2019
BMW,X5,USED,Automatic,4WD,Diesel,155810.0,6,SUV,4,5,19999.0,3.0,7.4,Black,Elderslie,NSW,2012-2016
Isuzu,D-MAX,USED,Automatic,4WD,Diesel,16799.0,4,Ute / Tray,4,5,59990.0,3.0,8.0,Blue,Liverpool,NSW,2020-2023
Honda,Accord,USED,Automatic,Front,Unleaded,117599.0,4,Sedan,4,5,17490.0,2.4,8.7,Brown,Bentleigh,VIC,Before 2012
Land,Rover,USED,Automatic,4WD,Diesel,123647.0,6,SUV,4,5,64800.0,3.0,7.2,Black,Rozelle,NSW,2017-2019
Toyota,Hilux,USED,Automatic,4WD,Diesel,100290.0,4,Ute / Tray,4,5,44990.0,2.8,8.5,White,Bassendean,WA,2017-2019
Nissan,Pathfinder,USED,Automatic,4WD,Unleaded,363533.0,6,SUV,4,5,6880.0,3.3,13.5,Gold,Minchinbury,NSW,Before 2012
Nissan,X-Trail,USED,Automatic,4WD,Unleaded,164736.0,4,SUV,4,5,17990.0,2.5,8.3,Black,Wollongong,NSW,2012-2016
Volkswagen,Golf,USED,Manual,Front,Premium,101702.0,4,Hatchback,5,5,17990.0,2.0,7.7,Red,Minchinbury,NSW,2012-2016
Land,Rover,USED,Automatic,AWD,Premium,105255.0,6,SUV,4,5,59800.0,3.0,11.3,White,Rozelle,NSW,2012-2016
Mitsubishi,Triton,USED,Automatic,Rear,Diesel,101090.0,4,Ute / Tray,4,5,25490.0,2.4,7.5,White,Bunbury,WA,2017-2019
Audi,A4,DEMO,Automatic,Front,Premium,2088.0,4,Sedan,4,5,69788.0,2.0,6.1,Grey,Artarmon,NSW,2020-2023
Land,Rover,USED,Automatic,AWD,Premium,66250.0,8,SUV,4,5,109950.0,5.0,13.8,Black,Glebe,NSW,2012-2016
Volkswagen,Multivan,DEMO,Automatic,Front,Diesel,1572.0,4,Wagon,4,7,79990.0,2.0,6.6,White,Sutherland,NSW,2020-2023
Mitsubishi,Triton,USED,Automatic,4WD,Diesel,25533.0,4,Ute / Tray,4,5,31999.0,2.4,7.6,White,Homebush,NSW,2012-2016
Mini,3D,USED,Automatic,Front,Electric,1653.0,4,Hatchback,3,4,63750.0,1.875,5.85,Black,Bentleigh,VIC,2020-2023
Land,Rover,USED,Automatic,4WD,Diesel,94200.0,6,SUV,4,5,77990.0,3.0,7.2,White,Osborne Park,WA,2017-2019
BMW,X5,USED,Automatic,4WD,Diesel,245293.0,6,SUV,4,5,21990.0,3.0,7.4,Black,Cabramatta,NSW,2012-2016
Mercedes-Benz,C200,USED,Automatic,Rear,Premium,63226.0,4,Sedan,4,5,39990.0,2.0,6.0,Black,Homebush,NSW,2012-2016
Ford,Ranger,USED,Automatic,4WD,Diesel,11315.0,4,Ute / Tray,4,4,61850.0,2.0,7.6,Black,Osborne Park,WA,2020-2023
Tesla,Model,USED,Automatic,Other,Electric,25413.0,4,Sedan,5,5,69800.0,2.393601410934744,7.8050222094856,White,Rozelle,NSW,2020-2023
Toyota,Landcruiser,USED,Manual,4WD,Diesel,14552.0,8,SUV,4,5,85990.0,4.5,10.7,White,South Hurstville,NSW,2020-2023
Hyundai,I30,USED,Automatic,Front,Unleaded,54646.0,4,Hatchback,4,5,22990.0,2.0,7.4,White,North Wollongong,NSW,2020-2023
Porsche,Macan,USED,Automatic,AWD,Premium,14249.0,6,SUV,4,5,147999.0,2.9,10.0,White,Croydon,NSW,2020-2023
MG,HS,NEW,Automatic,Front,Unleaded,17.38170347003155,4,SUV,4,5,35990.0,1.5,7.3,Black,Artarmon,NSW,2020-2023
Toyota,Hilux,USED,Automatic,4WD,Diesel,130175.0,4,Ute / Tray,4,5,44975.0,2.8,8.5,White,Bibra Lake,WA,2017-2019
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,326851.0,4,SUV,4,7,24990.0,3.0,8.5,Grey,Archerfield,QLD,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,173218.0,6,Sedan,4,5,14995.0,3.0,8.3,Blue,Minchinbury,NSW,2012-2016
Toyota,RAV4,USED,Automatic,Front,Hybrid,49.0,4,SUV,5,5,60888.0,2.5,4.8,Grey,Brookvale,NSW,2020-2023
Hyundai,I30,USED,Automatic,Front,Unleaded,54193.0,4,Hatchback,4,5,21990.0,2.0,7.4,White,Albion Park,NSW,2020-2023
Subaru,Forester,USED,Automatic,AWD,Unleaded,238473.0,4,SUV,4,5,10980.0,2.5,8.1,Green,Welshpool,WA,2012-2016
Land,Rover,USED,Automatic,AWD,Diesel,54982.0,8,SUV,4,5,134888.0,4.4,9.4,Grey,Artarmon,NSW,2017-2019
Ford,Everest,USED,Automatic,4WD,Diesel,15507.0,5,SUV,4,7,59990.0,3.2,8.5,Blue,Alexandria,NSW,2020-2023
BMW,X3,USED,Automatic,Rear,Premium,6067.0,4,SUV,4,5,79988.0,2.0,7.3,White,Sylvania,NSW,2020-2023
Mitsubishi,Delica,USED,Automatic,Other,Unleaded,128000.0,4,Wagon,4,8,18888.0,2.4,7.8050222094856,White,Braeside,VIC,Before 2012
Nissan,Qashqai,USED,Automatic,Front,Premium,5107.0,4,SUV,4,5,43555.0,1.3,6.1,Blue,Cannington,WA,2020-2023
Mazda,CX-9,DEMO,Automatic,AWD,Unleaded,4288.0,4,SUV,4,7,67990.0,2.5,8.8,Grey,Stanmore,NSW,2020-2023
Kia,Stinger,USED,Automatic,Rear,Unleaded,36285.0,6,Sedan,4,5,53950.0,3.3,10.2,White,Yallah,NSW,2017-2019
Holden,Colorado,USED,Manual,4WD,Diesel,142999.0,4,Ute / Tray,4,5,29900.0,2.8,7.9,Grey,Roselands,NSW,2012-2016
Volkswagen,Tiguan,DEMO,Automatic,Front,Premium,10.0,4,Wagon,4,5,55990.0,1.894845360824742,7.789690721649484,White,Chatswood,NSW,2020-2023
Nissan,Pathfinder,USED,Automatic,Front,Premium,323850.0,6,SUV,4,7,13990.0,3.5,9.9,Silver,Osborne Park,WA,2012-2016
Toyota,Kluger,USED,Automatic,AWD,Hybrid,5546.0,4,SUV,5,7,82990.0,2.5,5.6,Red,Alexandria,NSW,2020-2023
Toyota,Kluger,USED,Automatic,Front,Unleaded,241220.0,6,SUV,4,7,13990.0,3.5,11.0,Silver,Croydon,NSW,Before 2012
Land,Rover,USED,Automatic,AWD,Diesel,1210.0,6,SUV,4,5,324990.0,3.0,7.2,Black,Auburn,NSW,2020-2023
Land,Rover,USED,Automatic,AWD,Premium,134513.0,8,SUV,4,5,96800.0,5.0,12.8,Blue,Rozelle,NSW,2012-2016
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,63197.0,4,SUV,4,5,26888.0,2.0,7.6,Other,Mandurah,WA,2017-2019
Toyota,RAV4,USED,Automatic,Front,Unleaded,8492.0,4,SUV,5,5,39990.0,2.0,6.0,Silver,Albion Park,NSW,2020-2023
Hyundai,Santa,USED,Automatic,AWD,Diesel,136800.0,4,SUV,4,7,37888.0,2.2,7.5,Silver,Blacktown,NSW,2017-2019
Mercedes-Benz,C300,USED,Automatic,Rear,Premium,106075.0,4,Sedan,4,4,46990.0,2.0,7.0,Silver,Laverton North,VIC,2017-2019
Subaru,WRX,USED,Manual,AWD,Premium,7664.0,4,Sedan,4,5,48990.0,2.4,9.9,Blue,Brookvale,NSW,2020-2023
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,8.0,6,SUV,4,7,129888.0,3.3,8.9,Silver,Homebush,NSW,2020-2023
Ford,Ranger,USED,Automatic,4WD,Diesel,12810.0,5,Ute / Tray,4,5,53990.0,3.2,8.9,Grey,Rockingham,WA,2020-2023
Mazda,CX-30,NEW,Automatic,Front,Unleaded,7.0,4,SUV,4,5,44388.0,2.5,6.6,Black,Arncliffe,NSW,2020-2023
Mitsubishi,Eclipse,USED,Automatic,Front,Unleaded,60972.0,4,SUV,4,5,28990.0,1.5,7.3,Silver,Alexandria,NSW,2017-2019
Jeep,Wrangler,NEW,Automatic,4WD,Unleaded,55.0,6,SUV,4,5,90990.0,3.6,9.7,White,Warwick Farm,NSW,2020-2023
Ford,Mustang,USED,Automatic,Rear,Premium,95369.0,8,Coupe,2,4,44990.0,5.0,12.6,Grey,Brookvale,NSW,2017-2019
Subaru,Outback,USED,Automatic,AWD,Unleaded,78950.0,4,SUV,4,5,28995.0,2.5,7.3,Burgundy,Sylvania,NSW,2017-2019
Nissan,Qashqai,DEMO,Automatic,Other,Unleaded,1622.0,4,Wagon,4,5,47632.0,1.872631578947368,6.697894736842105,Grey,Osborne Park,WA,2020-2023
Mazda,CX-5,DEMO,Automatic,Front,Unleaded,1255.0,4,SUV,4,5,44388.0,2.5,7.5,Grey,Arncliffe,NSW,2020-2023
Toyota,Corolla,USED,Automatic,Front,Hybrid,53603.0,4,Hatchback,5,5,29888.0,1.8,4.2,Silver,North Wollongong,NSW,2020-2023
Jaguar,F-Pace,USED,Automatic,AWD,Premium,37831.0,6,SUV,4,5,115900.0,3.0,8.9,Black,Artarmon,NSW,2020-2023
Volkswagen,Polo,USED,Automatic,Front,Premium,34875.0,3,Hatchback,5,5,22750.0,1.0,5.0,White,Welshpool,WA,2020-2023
Jeep,Grand,USED,Automatic,AWD,Diesel,234564.0,6,SUV,4,5,13800.0,3.0,8.3,Grey,West Gosford,NSW,2012-2016
BMW,2,USED,Automatic,Other,Premium,96.0,6,Coupe,2,4,102880.0,3.0,8.0,Black,Caringbah,NSW,2020-2023
Hyundai,Kona,USED,Automatic,Front,Unleaded,61796.0,4,SUV,4,5,30990.0,2.0,7.2,Red,Albion Park Rail,NSW,2017-2019
